customer_id,name,state,city,total_orders,lifetime_value,avg_order_value,first_order,last_order,segment
C01808,Reyansh Dey,Karnataka,Sasaram,2,388896.03,194448.01,2023-08-26,2024-02-26,Gold
C01629,Azaan Din,Bihar,Fatehpur,2,387521.58,193760.79,2023-06-26,2024-02-08,Gold
C00579,Falan Patel,Telangana,Sambhal,5,387190.33,77438.07,2022-01-22,2023-08-04,Gold
C00190,Ethan Gala,Pune,Ramgarh,5,386692.81,77338.56,2022-07-27,2024-11-14,Gold
C01045,Suhani Lala,Kerala,Nagpur,4,385880.61,96470.15,2022-06-29,2024-02-27,Gold
C01529,Sai Nanda,Rajasthan,Faridabad,3,385465.18,128488.39,2022-10-27,2023-07-09,Gold
C01654,Ekanta Kakar,Maharashtra,Miryalaguda,3,385416.02,128472.01,2023-08-03,2024-08-13,Gold
C00208,Atharv Sachar,Tamil Nadu,Thanjavur,5,385235.62,77047.12,2022-02-23,2024-10-29,Gold
C00919,Yuvraj Sem,Delhi,Ramagundam,4,384799.89,96199.97,2022-04-23,2024-05-27,Gold
C01844,Mason Gandhi,Haryana,Dibrugarh,6,384012.9,64002.15,2022-01-30,2024-02-12,Gold
C00297,Nitesh Babu,Tamil Nadu,Bhatpara,6,381887.02,63647.84,2022-03-13,2024-08-02,Gold
C00215,Vrishti Kara,Delhi,Giridih,2,381883.97,190941.98,2023-01-09,2024-02-09,Gold
C00961,Wridesh Dixit,Maharashtra,Hindupur,3,380969.28,126989.76,2022-01-25,2024-07-28,Gold
C00157,Jacob Taneja,Uttar Pradesh,Sasaram,1,380934.72,380934.72,2023-03-20,2023-03-20,Gold
C01312,Thomas Bath,Gujarat,Guwahati,5,380585.93,76117.19,2022-06-13,2023-09-10,Gold
C01052,Yatin Rout,Odisha,Karnal,3,379479.6,126493.2,2022-04-07,2024-10-22,Gold
C00989,Osha Wadhwa,Rajasthan,Anantapuram,3,379369.33,126456.44,2022-09-30,2024-06-24,Gold
C00877,Faraj Padmanabhan,Telangana,Kalyan-Dombivli,2,378740.45,189370.23,2023-09-06,2023-09-23,Gold
C00650,Bachittar Mahajan,Madhya Pradesh,Sonipat,4,378366.43,94591.61,2022-01-07,2024-09-08,Gold
C00872,Hritik Tank,Kerala,Ballia,3,377986.73,125995.58,2022-07-24,2024-06-12,Gold
C00458,Qadim Manda,Odisha,Sultan Pur Majra,3,377584.65,125861.55,2022-02-25,2024-12-28,Gold
C01278,Radha Mohan,West Bengal,Naihati,2,377300.74,188650.37,2022-09-20,2023-03-04,Gold
C00204,Zayyan Panchal,Madhya Pradesh,Begusarai,3,375097.12,125032.37,2022-05-20,2024-04-08,Gold
C00170,Zayan Mody,Haryana,Hubli–Dharwad,4,374675.82,93668.96,2022-01-02,2024-08-20,Gold
C00558,Ikbal Iyengar,Odisha,Parbhani,7,373691.22,53384.46,2022-02-12,2024-09-29,Gold
C01203,Sai Kala,Madhya Pradesh,Belgaum,3,373632.85,124544.28,2024-07-08,2024-11-13,Gold
C00092,Advay Gandhi,Gujarat,Guwahati,4,372902.0,93225.5,2022-05-29,2024-06-24,Gold
C01351,Riya Randhawa,Kerala,Satara,4,372134.72,93033.68,2022-07-08,2024-08-12,Gold
C00388,Eiravati Sharma,West Bengal,Parbhani,3,372074.46,124024.82,2022-02-22,2024-05-21,Gold
C01229,Abdul Vala,Delhi,Anantapur,5,371264.14,74252.83,2022-01-18,2024-07-27,Gold
C00878,Manthan Morar,Gujarat,Serampore,4,370574.35,92643.59,2022-03-24,2024-03-29,Gold
C01518,Jagrati Sachdeva,Gujarat,Raipur,5,370320.26,74064.05,2022-07-04,2024-09-24,Gold
C00023,Anay Dayal,Delhi,Chennai,5,369982.06,73996.41,2022-10-25,2024-10-01,Gold
C01976,Ryan Sidhu,Karnataka,Thiruvananthapuram,4,368344.4,92086.1,2023-09-04,2024-12-08,Gold
C00017,Aadi Parmar,Tamil Nadu,Agra,4,365825.63,91456.41,2022-01-05,2023-11-14,Gold
C01111,Aahana Bir,Karnataka,Berhampur,3,363649.45,121216.48,2022-05-03,2023-11-13,Gold
C01998,Samuel Taneja,Uttar Pradesh,Jorhat,3,363637.34,121212.45,2022-05-14,2023-10-09,Gold
C00883,Aarna Sane,Tamil Nadu,Karnal,5,363578.52,72715.7,2022-09-05,2024-08-14,Gold
C01963,Jasmit Ramesh,Tamil Nadu,Alappuzha,4,361757.0,90439.25,2023-01-12,2024-12-18,Gold
C01632,Harshil Sane,Odisha,Bhilai,3,361741.29,120580.43,2022-02-21,2023-07-29,Gold
C01071,Elijah Kumer,Tamil Nadu,Hyderabad,4,361615.03,90403.76,2023-04-02,2024-09-07,Gold
C01579,Mekhala Sama,Odisha,Bulandshahr,6,360630.56,60105.09,2022-05-19,2024-04-08,Gold
C00383,Brinda Narayan,Bihar,Sagar,4,360525.27,90131.32,2023-01-29,2024-12-07,Gold
C00490,Lucky Naidu,Uttar Pradesh,Bidhannagar,6,359199.0,59866.5,2022-02-12,2024-06-22,Gold
C01988,Mason Arya,Bihar,Nangloi Jat,3,359160.52,119720.17,2022-12-05,2023-04-03,Gold
C01302,Niharika Singhal,Gujarat,Gopalpur,3,358721.57,119573.86,2023-04-01,2024-03-19,Gold
C01899,Hemangini Sengupta,Gujarat,Agartala,3,358547.94,119515.98,2022-02-03,2024-01-10,Gold
C01883,Zayan Dhaliwal,Pune,Thane,6,358295.29,59715.88,2023-06-25,2024-12-15,Gold
C00932,Advika Bala,Tamil Nadu,Erode,4,357933.61,89483.4,2022-12-14,2023-09-02,Gold
C00740,Hitesh Tailor,Maharashtra,Sagar,4,357546.7,89386.68,2023-02-09,2024-09-02,Gold
C01789,Siddharth Rout,Kerala,Amroha,4,357452.38,89363.1,2022-05-17,2024-03-01,Gold
C00686,Krishna Goda,Delhi,Jodhpur,5,356854.63,71370.93,2022-03-01,2024-05-23,Gold
C01133,Warjas Edwin,Haryana,Dharmavaram,3,356577.61,118859.2,2022-08-15,2024-07-16,Gold
C01061,Rishi Tank,Uttar Pradesh,Malegaon,4,356141.23,89035.31,2023-09-07,2024-10-27,Gold
C01098,Dominic Shankar,Uttar Pradesh,Bathinda,3,355677.64,118559.21,2022-05-17,2024-06-18,Gold
C01332,Kevin Bakshi,Odisha,Solapur,5,355663.99,71132.8,2022-04-24,2024-11-28,Gold
C00750,Nidra Venkatesh,Kerala,Bhagalpur,5,355030.8,71006.16,2023-04-18,2024-11-04,Gold
C00156,Warhi Bedi,West Bengal,Narasaraopet,4,354693.61,88673.4,2022-03-04,2023-09-30,Gold
C01036,Ekantika Pall,Odisha,Arrah,2,354137.05,177068.52,2022-06-16,2023-02-06,Gold
C01945,Upkaar Kibe,Uttar Pradesh,Bareilly,3,353889.8,117963.27,2024-02-01,2024-11-08,Gold
C01390,Eshana Tata,Rajasthan,Ajmer,5,353529.69,70705.94,2022-01-17,2024-06-17,Gold
C01343,Pushti Lad,Kerala,Deoghar,2,352806.67,176403.34,2022-05-03,2023-07-26,Gold
C00126,Varsha Kaul,Madhya Pradesh,Pallavaram,6,351688.79,58614.8,2022-03-17,2023-10-09,Gold
C00541,Meghana Wason,Gujarat,Hazaribagh,4,350551.65,87637.91,2022-01-17,2024-09-23,Gold
C00222,Xavier Sandhu,Kerala,Nagpur,2,349885.59,174942.8,2022-06-09,2023-07-14,Gold
C00493,Prisha Dutt,Haryana,Madurai,2,349229.04,174614.52,2022-09-19,2024-10-28,Gold
C00502,Tejas Dave,West Bengal,Raurkela Industrial Township,4,349147.66,87286.91,2022-02-14,2023-09-18,Gold
C00279,Chameli Venkatesh,Haryana,Ajmer,5,349107.76,69821.55,2022-10-22,2024-09-07,Gold
C01515,Falguni Subramanian,Bihar,Mysore,2,348649.78,174324.89,2022-09-05,2022-09-10,Gold
C00106,Balendra Shukla,Odisha,Mehsana,5,348358.4,69671.68,2022-06-12,2024-03-26,Gold
C00630,Chakradev Jha,Maharashtra,Malda,3,346912.47,115637.49,2023-02-19,2024-04-25,Gold
C01613,Vasatika Bhagat,Madhya Pradesh,Patna,3,346480.09,115493.36,2023-04-29,2024-09-13,Gold
C00040,Rishi Bajaj,Haryana,Jamalpur,8,344993.65,43124.21,2022-06-24,2024-08-18,Gold
C00094,Anjali Pingle,Tamil Nadu,Purnia,5,344820.35,68964.07,2022-01-13,2024-01-19,Gold
C00671,Wazir Sankaran,Karnataka,Hyderabad,6,344239.76,57373.29,2022-12-12,2024-12-17,Gold
C01496,Vrinda Lad,Haryana,Mehsana,1,344029.43,344029.43,2023-12-03,2023-12-03,Gold
C00597,Nathaniel Patel,Telangana,Uluberia,4,343207.6,85801.9,2022-08-23,2024-08-13,Gold
C01508,Vyanjana Shere,Kerala,Nanded,2,342774.92,171387.46,2022-05-26,2024-06-07,Gold
C01910,Ansh Baral,Pune,Fatehpur,4,342209.06,85552.26,2022-03-22,2024-09-25,Gold
C00818,Rajeshri Kade,Maharashtra,Hospet,3,341138.4,113712.8,2023-04-06,2024-09-09,Gold
C00668,Wridesh Nigam,Haryana,Kumbakonam,6,340731.18,56788.53,2022-04-01,2024-11-20,Gold
C00510,Saanvi Dass,Madhya Pradesh,Aurangabad,5,340637.74,68127.55,2022-05-23,2024-06-20,Gold
C01511,Hemal Puri,West Bengal,Latur,2,340610.09,170305.04,2022-09-27,2023-02-12,Gold
C01705,Devansh Dhingra,Odisha,Jalandhar,4,339119.89,84779.97,2022-01-29,2024-09-11,Gold
C00692,Nirja Jha,Madhya Pradesh,Sasaram,6,338305.05,56384.17,2023-04-30,2024-07-03,Gold
C00706,Krishna Memon,Haryana,Sasaram,3,338074.0,112691.33,2022-11-11,2024-07-01,Gold
C00185,Chasmum Madan,Haryana,Mahbubnagar,4,337534.46,84383.62,2022-10-01,2024-12-07,Gold
C01927,Vritti Mishra,Uttar Pradesh,Ambala,3,337127.35,112375.78,2022-01-27,2024-01-22,Gold
C00494,Varsha Kaur,Gujarat,Pallavaram,3,335666.36,111888.79,2022-04-26,2023-12-28,Gold
C00708,Warinder Lanka,Uttar Pradesh,Meerut,2,335568.71,167784.35,2024-08-14,2024-09-22,Gold
C01205,Hitesh Bera,West Bengal,Buxar,2,335083.28,167541.64,2022-07-25,2023-01-24,Gold
C01108,Yashasvi Nair,Delhi,Agra,5,334407.87,66881.57,2022-01-30,2024-05-21,Gold
C00897,Jackson Sahni,Gujarat,Asansol,2,332579.02,166289.51,2023-02-19,2023-07-27,Gold
C00632,Lakshmi Vyas,Bihar,Junagadh,4,331323.29,82830.82,2022-01-01,2024-05-14,Gold
C01083,Amruta Goda,Telangana,Rajpur Sonarpur,4,330729.62,82682.4,2022-06-18,2024-12-06,Gold
C01248,Vincent Badal,Bihar,Bahraich,5,330629.81,66125.96,2023-02-18,2023-10-29,Gold
C00112,Zansi Sachdeva,West Bengal,Bidar,6,330317.49,55052.92,2022-06-01,2024-10-22,Gold
C00538,Wazir Dara,Pune,Dehradun,3,329543.66,109847.89,2022-06-10,2024-09-08,Gold
C00230,Bhavika Upadhyay,Pune,Sikar,3,329286.83,109762.28,2022-03-18,2024-11-06,Gold
C00241,Jai Balay,West Bengal,Tinsukia,2,328811.66,164405.83,2023-11-29,2024-08-10,Gold
C01995,Henry Manne,Telangana,Dhule,3,328413.58,109471.19,2022-08-13,2024-08-14,Gold
C01665,Manbir Patla,West Bengal,Thrissur,3,328202.37,109400.79,2022-08-27,2024-03-16,Gold
C00351,Nakul Tailor,Pune,Bareilly,3,327822.71,109274.24,2024-01-19,2024-05-31,Gold
C01841,Laksh Bali,Haryana,Uluberia,3,327631.88,109210.63,2022-06-16,2024-02-22,Gold
C01578,Varsha Deo,Madhya Pradesh,Miryalaguda,4,327480.69,81870.17,2022-05-29,2024-10-27,Gold
C00394,Vidhi Morar,Gujarat,Srinagar,3,327445.83,109148.61,2022-12-18,2023-11-10,Gold
C00392,Vedika Balan,Delhi,Motihari,5,326239.6,65247.92,2023-08-07,2024-07-07,Gold
C00426,Quincy Lad,Haryana,Suryapet,5,325786.07,65157.21,2022-03-23,2024-11-07,Gold
C01787,Lila Wali,Uttar Pradesh,Bulandshahr,3,324867.09,108289.03,2022-06-02,2022-10-13,Gold
C01342,Osha Sawhney,Kerala,Karnal,3,324341.68,108113.89,2023-04-22,2024-10-25,Gold
C00680,Zayan Kapoor,Kerala,Nashik,3,324298.91,108099.64,2023-03-02,2024-05-09,Gold
C01946,Tejas Ramanathan,Karnataka,Kavali,5,323948.02,64789.6,2022-02-23,2024-08-17,Gold
C00949,Chandresh Deo,Bihar,Anantapuram,4,323922.71,80980.68,2022-12-01,2024-11-17,Gold
C01477,Nimrat Gaba,Gujarat,Bhiwani,3,323919.28,107973.09,2023-02-20,2024-09-27,Gold
C00120,Ekta Srinivas,Uttar Pradesh,Khandwa,4,323597.24,80899.31,2023-02-24,2024-12-13,Gold
C01039,Chatresh Magar,Bihar,Srikakulam,3,323408.72,107802.91,2022-06-05,2024-06-03,Gold
C00891,Wahab Palan,Maharashtra,Satara,6,323271.04,53878.51,2023-05-23,2024-10-15,Gold
C00214,Falan Sood,Kerala,Dibrugarh,4,323118.07,80779.52,2024-07-07,2024-12-18,Gold
C00090,Matthew Menon,Bihar,Dehri,2,322612.95,161306.48,2023-03-20,2023-09-28,Gold
C01328,Qushi Hayre,West Bengal,Bilaspur,1,322582.53,322582.53,2024-04-05,2024-04-05,Gold
C00205,Advika Dyal,Odisha,Vasai-Virar,3,322252.26,107417.42,2022-06-18,2023-04-01,Gold
C00731,Om Khalsa,Maharashtra,Saharanpur,5,321064.76,64212.95,2022-02-08,2024-09-16,Gold
C00534,Nidra Murthy,Pune,Silchar,3,321063.72,107021.24,2022-01-29,2024-01-06,Gold
C00833,Omaja Reddy,Kerala,Hindupur,3,320859.85,106953.28,2022-11-20,2024-06-03,Gold
C00602,Yadavi Dua,Telangana,Jhansi,4,320364.19,80091.05,2022-02-17,2024-03-13,Gold
C01005,Rajeshri Goel,Tamil Nadu,Giridih,3,319796.24,106598.75,2023-03-04,2023-08-05,Gold
C01146,Yutika Babu,Maharashtra,Mangalore,5,319523.34,63904.67,2022-06-24,2024-11-08,Gold
C00659,Anika Karan,Uttar Pradesh,Saharanpur,3,319518.57,106506.19,2022-05-27,2024-08-11,Gold
C00730,Jonathan Mohanty,Kerala,Sultan Pur Majra,3,319499.01,106499.67,2022-08-15,2023-07-18,Gold
C02000,Krishna Kale,Odisha,Tadepalligudem,3,318392.1,106130.7,2022-11-06,2024-07-15,Gold
C00179,Yasti Deep,Telangana,Solapur,3,318347.99,106116.0,2023-06-26,2024-08-14,Gold
C00795,Zaid Chakraborty,Pune,Jalgaon,2,316950.82,158475.41,2022-04-12,2024-06-05,Gold
C01758,Benjamin Venkatesh,Madhya Pradesh,Chennai,3,316443.53,105481.18,2023-01-07,2023-08-10,Gold
C01009,Dipta Misra,Uttar Pradesh,Sikar,4,315449.46,78862.36,2022-08-23,2024-10-06,Gold
C00747,Vinaya Batta,Karnataka,Kurnool,6,314026.94,52337.82,2022-01-19,2024-06-27,Gold
C00003,Ranveer Balasubramanian,Madhya Pradesh,Tirupati,6,313962.55,52327.09,2022-01-18,2024-06-22,Gold
C01714,Ishita Saha,Rajasthan,Chinsurah,4,313839.38,78459.85,2022-06-19,2024-12-10,Gold
C00594,Nachiket Bose,West Bengal,Khora ,3,313785.81,104595.27,2023-02-28,2024-07-16,Gold
C01461,Nidhi D’Alia,Delhi,Chapra,2,313399.4,156699.7,2023-09-03,2024-05-09,Gold
C01733,Jatin Krishnamurthy,Bihar,Panvel,3,312483.09,104161.03,2022-05-16,2023-09-05,Gold
C00973,Vrishti Mahajan,Delhi,Saharanpur,2,311954.57,155977.29,2023-09-17,2024-11-21,Gold
C01643,Dominic Suri,Bihar,Pallavaram,5,311798.79,62359.76,2022-08-03,2023-10-12,Gold
C00417,Rushil Kapoor,Bihar,Surat,3,311742.51,103914.17,2023-06-09,2024-08-11,Gold
C01852,Zayan Chhabra,West Bengal,Ujjain,3,311390.14,103796.71,2022-01-03,2023-09-25,Gold
C00913,Hiral Gaba,Kerala,Visakhapatnam,1,311371.84,311371.84,2024-11-14,2024-11-14,Gold
C01732,Dominic Chahal,Pune,Nagaon,5,311353.85,62270.77,2022-11-29,2024-08-08,Gold
C01944,Jonathan Chakraborty,Odisha,Dharmavaram,3,311020.93,103673.64,2022-02-04,2023-03-10,Gold
C00137,Siddharth Tank,Kerala,New Delhi,4,310561.42,77640.36,2022-01-10,2023-08-07,Gold
C00794,Neel Merchant,West Bengal,Dharmavaram,2,310339.63,155169.82,2022-08-30,2023-12-31,Gold
C01236,Unnati Karpe,West Bengal,Rajpur Sonarpur,3,310030.48,103343.49,2022-11-06,2023-06-11,Gold
C00084,Rushil Natarajan,Maharashtra,Vijayawada,2,309686.47,154843.24,2023-05-15,2024-04-25,Gold
C00421,Nihal Varkey,Madhya Pradesh,Ambattur,1,309291.08,309291.08,2024-09-19,2024-09-19,Gold
C00246,Panini Chander,Rajasthan,Nashik,4,308800.47,77200.12,2022-03-07,2024-03-18,Gold
C00829,Ishaan Baral,Kerala,Udaipur,4,308588.18,77147.04,2022-08-21,2024-03-02,Gold
C01728,Libni Handa,Gujarat,Coimbatore,2,308201.61,154100.8,2023-06-15,2024-02-16,Gold
C00875,Niharika Wadhwa,Madhya Pradesh,Gandhidham,3,307907.94,102635.98,2023-05-31,2024-04-02,Gold
C01597,Sarthak Munshi,Madhya Pradesh,Bhagalpur,2,307775.05,153887.52,2023-01-09,2023-08-06,Gold
C00508,Dalaja Wadhwa,West Bengal,Hapur,5,307722.37,61544.47,2023-09-17,2024-05-18,Gold
C00689,Hardik Om,Maharashtra,Bulandshahr,4,307451.23,76862.81,2022-05-02,2024-08-09,Gold
C01010,Sneha Manda,Delhi,Faridabad,6,307416.81,51236.14,2023-03-11,2024-09-22,Gold
C00532,Yuvraj Murty,Gujarat,Indore,4,306749.79,76687.45,2022-03-25,2024-02-10,Gold
C01895,Hemani Oza,Maharashtra,Surat,2,306623.65,153311.83,2022-02-21,2024-05-22,Gold
C00915,Xalak Mital,Pune,Dewas,1,306601.95,306601.95,2024-09-06,2024-09-06,Gold
C01756,Atharv Saraf,Pune,Jalandhar,6,305545.0,50924.17,2022-03-04,2024-12-05,Gold
C00549,Upadhriti Rai,Kerala,Kharagpur,3,305457.47,101819.16,2023-02-21,2024-03-13,Gold
C01043,Kala Toor,Rajasthan,Kanpur,2,305003.91,152501.95,2022-06-05,2023-09-22,Gold
C01687,Daksh Koshy,Odisha,Burhanpur,6,304910.19,50818.36,2022-02-12,2024-05-26,Gold
C01067,Yachana Walia,Karnataka,Bharatpur,4,304299.77,76074.94,2022-05-07,2024-01-18,Gold
C01830,Saumya Gulati,Gujarat,Kishanganj,6,304206.91,50701.15,2022-03-29,2024-09-23,Gold
C01460,Anika Raju,Madhya Pradesh,Shimoga,3,303747.08,101249.03,2022-01-27,2024-06-19,Gold
C01749,Isaiah Bhatti,West Bengal,Bathinda,2,303027.72,151513.86,2023-02-01,2024-02-29,Gold
C00617,Krishna Virk,Odisha,Pali,3,302746.74,100915.58,2022-01-17,2023-04-02,Gold
C00021,Aradhana Hayre,Gujarat,Haridwar,3,302499.2,100833.07,2022-07-12,2023-09-18,Gold
C00244,Quincy Krishna,West Bengal,Warangal,3,302378.28,100792.76,2023-09-07,2024-12-08,Gold
C01867,Jagrati Andra,Telangana,Hyderabad,5,300244.15,60048.83,2022-08-12,2024-09-07,Gold
C00064,Aarnav Dhar,West Bengal,Surendranagar Dudhrej,3,300096.22,100032.07,2022-11-10,2024-10-01,Gold
C00132,Krish Jayaraman,West Bengal,Bongaigaon,4,300011.79,75002.95,2023-03-01,2024-12-09,Gold
C00641,Aarnav Sunder,Tamil Nadu,Chapra,2,299740.32,149870.16,2022-01-06,2023-02-06,Gold
C00188,Guneet Behl,Odisha,Ajmer,4,299551.93,74887.98,2022-03-22,2022-11-08,Gold
C01873,Ekaja Tella,Delhi,Srikakulam,5,299465.41,59893.08,2022-05-12,2024-11-30,Gold
C00396,Pranit Shenoy,Madhya Pradesh,Pali,4,299172.92,74793.23,2022-09-01,2024-05-10,Gold
C01980,Aryan Bhatnagar,Haryana,Motihari,2,298810.84,149405.42,2022-12-13,2024-11-21,Gold
C01288,Nicholas Pillai,Gujarat,Ludhiana,2,298298.83,149149.42,2022-05-17,2023-07-13,Gold
C01662,Isaac Aggarwal,Madhya Pradesh,Rajpur Sonarpur,2,298000.48,149000.24,2023-04-04,2024-08-02,Gold
C01902,Qushi Tella,Delhi,Nizamabad,4,297939.34,74484.83,2022-04-16,2023-09-11,Gold
C01745,Tanmayi Tata,Delhi,Dhanbad,4,297137.98,74284.49,2022-08-29,2024-09-20,Gold
C00238,Tanmayi Bajaj,West Bengal,Durg,3,296971.93,98990.64,2022-02-23,2024-02-03,Gold
C01260,Gayathri Puri,Tamil Nadu,Morbi,3,296836.22,98945.41,2022-10-01,2024-05-09,Gold
C01541,Harsh Bal,Telangana,Bhimavaram,2,296778.57,148389.29,2022-02-09,2023-04-18,Gold
C00768,Hemal Ganguly,West Bengal,Berhampore,2,296634.94,148317.47,2022-01-26,2023-08-29,Gold
C01139,Bhavani Pillai,Gujarat,Karnal,3,296079.59,98693.2,2022-10-08,2024-06-13,Gold
C01105,Leela Sarna,Karnataka,Hubli–Dharwad,4,295086.48,73771.62,2022-06-23,2024-02-01,Gold
C01112,Peter Majumdar,Karnataka,Nashik,3,294901.81,98300.6,2022-11-30,2024-02-03,Gold
C01209,Lipika Narain,West Bengal,Vellore,2,294759.54,147379.77,2023-04-01,2024-11-04,Gold
C01114,Chaitanya Acharya,Telangana,Gudivada,3,294287.88,98095.96,2023-04-19,2024-03-31,Gold
C00859,Qushi Lall,Kerala,Chennai,2,294110.0,147055.0,2022-05-23,2024-12-28,Gold
C01849,Jairaj Barad,Pune,North Dumdum,2,294021.61,147010.8,2023-06-17,2024-10-24,Gold
C01891,Baljiwan Prashad,Karnataka,Gandhinagar,3,293902.0,97967.33,2023-01-18,2024-04-20,Gold
C01996,Ishita Comar,Kerala,Sirsa,2,293674.1,146837.05,2022-08-19,2024-01-30,Gold
C01893,Ishwar Gandhi,Odisha,Vijayanagaram,3,293475.65,97825.22,2022-03-11,2024-08-02,Gold
C01753,Omya Dhar,Bihar,Bhilai,4,293006.86,73251.71,2022-08-14,2024-11-13,Gold
C00058,Yashodhara Ghosh,Rajasthan,Asansol,3,292717.6,97572.53,2022-04-08,2024-10-02,Gold
C00691,Lopa Kapoor,Uttar Pradesh,Haldia,4,292640.82,73160.21,2022-03-06,2024-12-06,Gold
C00124,Chakradhar Datta,Kerala,Nadiad,5,292380.56,58476.11,2022-04-10,2024-11-05,Gold
C00352,Girindra Tata,West Bengal,Hyderabad,2,292305.83,146152.91,2022-07-11,2023-11-25,Gold
C01035,Patrick Sandhu,Rajasthan,Sri Ganganagar,5,292193.4,58438.68,2022-04-02,2024-05-16,Gold
C00356,Charita Dyal,Delhi,Morbi,3,291743.56,97247.85,2022-05-03,2024-11-11,Gold
C01093,Yashasvi Apte,Rajasthan,Secunderabad,3,291594.97,97198.32,2022-04-12,2024-02-06,Gold
C00286,Ojasvi Walla,Telangana,Mysore,3,291334.62,97111.54,2023-05-21,2024-01-21,Gold
C00619,Ekaja Bir,Bihar,Nagercoil,4,290289.31,72572.33,2022-08-14,2023-10-15,Gold
C00907,Manya Yohannan,Kerala,Proddatur,3,289853.7,96617.9,2022-05-06,2024-08-22,Gold
C00934,Brijesh Samra,Kerala,Secunderabad,2,288419.65,144209.83,2022-08-25,2024-12-02,Gold
C00528,Balhaar Nori,Pune,Kozhikode,2,288070.73,144035.36,2023-07-20,2024-02-08,Gold
C00831,Yashodhara Jha,Karnataka,Raiganj,1,287897.34,287897.34,2023-10-30,2023-10-30,Gold
C01283,Akshay Kata,Pune,Satna,3,287072.62,95690.87,2023-05-25,2024-10-30,Gold
C01622,Anvi Keer,Odisha,Ramagundam,3,286538.5,95512.83,2022-10-19,2024-08-12,Gold
C01619,Praneel Vaidya,Maharashtra,Amritsar,5,285801.65,57160.33,2022-06-12,2023-12-29,Gold
C01565,Ranveer Dhingra,Kerala,Giridih,4,285642.26,71410.57,2022-06-07,2024-10-17,Gold
C01641,Omisha Nazareth,Pune,Sonipat,2,284179.62,142089.81,2024-10-25,2024-11-12,Gold
C00226,Mohammed Soman,Tamil Nadu,Bhimavaram,3,284083.97,94694.66,2022-06-10,2024-12-12,Gold
C00081,Bhavya Ram,Odisha,Bahraich,4,283844.1,70961.02,2022-07-29,2023-03-31,Gold
C01621,Ayush Thakkar,Karnataka,Mango,3,283277.25,94425.75,2024-01-16,2024-11-03,Gold
C01752,Champak Prakash,Haryana,Ramagundam,1,282892.78,282892.78,2024-06-26,2024-06-26,Gold
C00168,Aradhana Narasimhan,Uttar Pradesh,Rohtak,3,282834.09,94278.03,2023-01-23,2024-07-26,Gold
C01240,Yachana Sharaf,Telangana,Nandyal,2,282714.7,141357.35,2022-04-23,2022-06-29,Gold
C01096,Samuel Manne,Haryana,Bellary,5,282505.4,56501.08,2022-01-06,2024-10-25,Gold
C00172,Panini Thaman,Maharashtra,Raichur,3,282489.91,94163.3,2023-08-04,2024-11-07,Gold
C01373,Parth Dara,Pune,Pimpri-Chinchwad,2,282325.49,141162.74,2023-06-02,2024-05-18,Gold
C01132,Timothy Om,Madhya Pradesh,Dibrugarh,4,282209.72,70552.43,2022-05-27,2024-08-08,Gold
C00805,Nihal Gaba,Pune,Chennai,3,282128.82,94042.94,2022-05-09,2023-02-26,Gold
C01925,Dalaja Sinha,West Bengal,Bhagalpur,4,281839.76,70459.94,2022-12-25,2024-11-02,Gold
C00436,Urmi Morar,Madhya Pradesh,Aizawl,3,281661.69,93887.23,2022-08-23,2024-09-20,Gold
C00371,Ria Arya,Gujarat,Jalandhar,4,281277.2,70319.3,2022-01-17,2024-06-06,Gold
C00049,Kevin Sur,Bihar,Phusro,5,280892.54,56178.51,2023-04-18,2023-11-13,Gold
C00089,Wyatt Wali,Delhi,Shahjahanpur,4,280821.54,70205.38,2022-09-29,2024-07-19,Gold
C01220,Chanakya Gara,Maharashtra,Jehanabad,3,280688.28,93562.76,2022-03-22,2024-06-14,Gold
C00240,Widisha Goyal,Bihar,Guntur,3,280094.75,93364.92,2023-10-11,2024-11-20,Gold
C00613,William Babu,Madhya Pradesh,Bharatpur,3,280031.8,93343.93,2022-05-26,2023-07-24,Gold
C00953,Azaan Parsa,Telangana,Yamunanagar,2,279729.26,139864.63,2022-01-25,2024-03-20,Gold
C01282,Tristan Sawhney,Uttar Pradesh,Ajmer,3,279639.6,93213.2,2023-01-20,2023-10-04,Gold
C00950,Kavya Mohan,Delhi,Sultan Pur Majra,3,279520.71,93173.57,2022-05-05,2023-11-08,Gold
C01252,Onveer Padmanabhan,Rajasthan,Chandrapur,1,279219.5,279219.5,2024-02-02,2024-02-02,Gold
C01584,Samuel Murty,Delhi,Nellore,3,278662.58,92887.53,2023-02-27,2024-10-01,Gold
C00926,Arin Tak,Gujarat,Ichalkaranji,4,278521.88,69630.47,2022-12-30,2024-11-20,Gold
C00769,Forum Wadhwa,Tamil Nadu,Bihar Sharif,2,278451.41,139225.7,2022-07-02,2024-09-26,Gold
C01367,Vamakshi Seth,Telangana,Ratlam,4,278368.31,69592.08,2022-03-13,2024-12-27,Gold
C01775,Ojas Palla,Pune,Tadipatri,4,277677.6,69419.4,2023-07-16,2024-07-11,Gold
C00353,Yatan Saxena,Tamil Nadu,Khandwa,7,277433.69,39633.38,2022-07-10,2024-11-16,Gold
C01807,Mugdha Aggarwal,Maharashtra,Meerut,2,276929.25,138464.63,2022-04-15,2022-05-10,Gold
C01426,Divya Menon,West Bengal,South Dumdum,4,276733.33,69183.33,2022-02-25,2024-08-24,Gold
